0.235043,0.053419,0.053419,-0.005342,-0.106838,-0.08547,-0.08547,-0.058761,0.080128,-0.016026,0.040064,-0.008013,0.016026,-0.080128,0.008013,-0.040064,-0.080128,-0.040064,0.016026,0.008013,-0.016026,-0.008013,0.080128,0.040064
0.053419,0.235043,-0.005342,0.053419,-0.08547,-0.106838,-0.058761,-0.08547,0.016026,-0.080128,0.008013,-0.040064,0.080128,-0.016026,0.040064,-0.008013,-0.040064,-0.080128,0.008013,0.016026,-0.008013,-0.016026,0.040064,0.080128
0.053419,-0.005342,0.235043,0.053419,-0.08547,-0.058761,-0.106838,-0.08547,0.040064,-0.008013,0.080128,-0.016026,0.008013,-0.040064,0.016026,-0.080128,-0.016026,-0.008013,0.080128,0.040064,-0.080128,-0.040064,0.016026,0.008013
-0.005342,0.053419,0.053419,0.235043,-0.058761,-0.08547,-0.08547,-0.106838,0.008013,-0.040064,0.016026,-0.080128,0.040064,-0.008013,0.080128,-0.016026,-0.008013,-0.016026,0.040064,0.080128,-0.040064,-0.080128,0.008013,0.016026
-0.106838,-0.08547,-0.08547,-0.058761,0.235043,0.053419,0.053419,-0.005342,-0.016026,0.080128,-0.008013,0.040064,-0.080128,0.016026,-0.040064,0.008013,0.016026,0.008013,-0.080128,-0.040064,0.080128,0.040064,-0.016026,-0.008013
-0.08547,-0.106838,-0.058761,-0.08547,0.053419,0.235043,-0.005342,0.053419,-0.080128,0.016026,-0.040064,0.008013,-0.016026,0.080128,-0.008013,0.040064,0.008013,0.016026,-0.040064,-0.080128,0.040064,0.080128,-0.008013,-0.016026
-0.08547,-0.058761,-0.106838,-0.08547,0.053419,-0.005342,0.235043,0.053419,-0.008013,0.040064,-0.016026,0.080128,-0.040064,0.008013,-0.080128,0.016026,0.080128,0.040064,-0.016026,-0.008013,0.016026,0.008013,-0.080128,-0.040064
-0.058761,-0.08547,-0.08547,-0.106838,-0.005342,0.053419,0.053419,0.235043,-0.040064,0.008013,-0.080128,0.016026,-0.008013,0.040064,-0.016026,0.080128,0.040064,0.080128,-0.008013,-0.016026,0.008013,0.016026,-0.040064,-0.080128
0.080128,0.016026,0.040064,0.008013,-0.016026,-0.080128,-0.008013,-0.040064,0.235043,-0.106838,0.053419,-0.08547,0.053419,-0.08547,-0.005342,-0.058761,-0.080128,-0.016026,0.016026,0.080128,-0.040064,-0.008013,0.008013,0.040064
-0.016026,-0.080128,-0.008013,-0.040064,0.080128,0.016026,0.040064,0.008013,-0.106838,0.235043,-0.08547,0.053419,-0.08547,0.053419,-0.058761,-0.005342,0.016026,0.080128,-0.080128,-0.016026,0.008013,0.040064,-0.040064,-0.008013
0.040064,0.008013,0.080128,0.016026,-0.008013,-0.040064,-0.016026,-0.080128,0.053419,-0.08547,0.235043,-0.106838,-0.005342,-0.058761,0.053419,-0.08547,-0.016026,-0.080128,0.080128,0.016026,-0.008013,-0.040064,0.040064,0.008013
-0.008013,-0.040064,-0.016026,-0.080128,0.040064,0.008013,0.080128,0.016026,-0.08547,0.053419,-0.106838,0.235043,-0.058761,-0.005342,-0.08547,0.053419,0.080128,0.016026,-0.016026,-0.080128,0.040064,0.008013,-0.008013,-0.040064
0.016026,0.080128,0.008013,0.040064,-0.080128,-0.016026,-0.040064,-0.008013,0.053419,-0.08547,-0.005342,-0.058761,0.235043,-0.106838,0.053419,-0.08547,-0.040064,-0.008013,0.008013,0.040064,-0.080128,-0.016026,0.016026,0.080128
-0.080128,-0.016026,-0.040064,-0.008013,0.016026,0.080128,0.008013,0.040064,-0.08547,0.053419,-0.058761,-0.005342,-0.106838,0.235043,-0.08547,0.053419,0.008013,0.040064,-0.040064,-0.008013,0.016026,0.080128,-0.080128,-0.016026
0.008013,0.040064,0.016026,0.080128,-0.040064,-0.008013,-0.080128,-0.016026,-0.005342,-0.058761,0.053419,-0.08547,0.053419,-0.08547,0.235043,-0.106838,-0.008013,-0.040064,0.040064,0.008013,-0.016026,-0.080128,0.080128,0.016026
-0.040064,-0.008013,-0.080128,-0.016026,0.008013,0.040064,0.016026,0.080128,-0.058761,-0.005342,-0.08547,0.053419,-0.08547,0.053419,-0.106838,0.235043,0.040064,0.008013,-0.008013,-0.040064,0.080128,0.016026,-0.016026,-0.080128
-0.080128,-0.040064,-0.016026,-0.008013,0.016026,0.008013,0.080128,0.040064,-0.080128,0.016026,-0.016026,0.080128,-0.040064,0.008013,-0.008013,0.040064,0.235043,0.053419,-0.106838,-0.08547,0.053419,-0.005342,-0.08547,-0.058761
